http://theproudliberal.org/trump-insider-reveals-chilling-details-in-1980s-cover-up-of-trump-cocaine-scandal/,1
http://www.wearethemighty.com/articles/15-important-and-surprising-differences-between-the-navy-and-coast-guard,0
http://money.cnn.com/2017/03/16/media/sean-hannity-juan-williams-gun/,1
https://www.abqjournal.com/971409/nm-house-sends-budget-tax-bills-to-governors-desk.html,0
https://www.abqjournal.com/971091/u-s-could-use-force-against-north-korea-says-u-s-secretary-of-state.html,0
https://www.abqjournal.com/970960/bosque-fire-patrols-start-early.html,0
http://www.independentsentinel.com/hillarys-ready-come-woods-let-killings-begin/,1
https://www.abqjournal.com/971646/house-senate-negotiators-reach-ethics-agreement.html,0
http://www.independentsentinel.com/bombshell-hillarys-gatekeeper-changed-the-benghazi-talking-points/,1
https://www.abqjournal.com/971665/report-no-drugs-or-alcohol-in-four-hills-shooters-system.html,0
https://www.abqjournal.com/971832/man-killed-after-trying-to-grab-paris-airport-soldiers-gun.html,0
https://www.abqjournal.com/971849/how-a-school-bomb-scare-case-sparked-a-media-vs-fbi-fight.html,0
http://thelastlineofdefense.org/breaking-nancy-pelosi-was-just-taken-from-her-office-in-handcuffs/,1
https://www.abqjournal.com/971602/phoenix-serial-killer-probe-slows-a-year-after-1st-shooting.html,0
https://www.abqjournal.com/971602/phoenix-serial-killer-probe-slows-a-year-after-1st-shooting.html,0
https://www.abqjournal.com/971513/activists-hold-12-hour-stakeout-outside-sen-flakes-office-in-phoenix.html,0
https://www.abqjournal.com/971591/nm-house-override-attempt-on-teacher-sick-leave-bill-comes-up-short.html?utm_source=abqjournal.com&utm_medium=sidebar+-+popular+posts+-+default&utm_campaign=popular+posts,0
http://www.thegatewaypundit.com/2017/03/flashback-ny-times-front-page-headline-wiretapped-data-used-inquiry-trump-aides/,1
